problem_id,submission_id,LLM,status_in_folder,code,label
p02640,s041004026,CODESTRAL,Wrong,"x, y = map(int, input().split())

# Calculate the minimum and maximum possible number of legs
min_legs = 2 * x
max_legs = 4 * x

# Check if the number of legs is within the possible range
if min_legs <= y <= max_legs and (y - min_legs) % 2 == 0:
    print(""Yes"")
else:
    print(""No"")",1
p02662,unrelated,GEMINI,Generate,"def solve(n, s, a):
    mod = 998244353
    dp = [[0 for _ in range(s + 1)] for _ in range(n + 1)]
    dp[0][0] = 1
    for i in range(1, n + 1):
        dp[i][0] = 1
        for j in range(1, s + 1):
            dp[i][j] = dp[i - 1][j]
            if j >= a[i - 1]:
                dp[i][j] = (dp[i][j] + dp[i - 1][j - a[i - 1]]) % mod
    ans = 0
    for i in range(1, n + 1):
        ans = (ans + dp[i][s]) % mod
    return ans


n, s = map(int, input().split())
a = list(map(int, input().split()))
print(solve(n, s, a))
",1
p03472,s359965169,GEMINI,Runtime,"n, h = map(int, input().split())
a, b = [], []
for _ in range(n):
    ai, bi = map(int, input().split())
    a.append(ai)
    b.append(bi)
a.sort()
b.sort()

ans, amax = 0, a[-1]
for bi in b[::-1]:
    if bi <= amax or h <= 0:
        mod = (h + amax - 1) // amax
        break
    h -= bi
    ans += 1
print(ans + mod)",1
p03437,s526095160,LLAMA,Runtime,"import math

x = int(input())
y = int(input())

if x % y != 0:
    print(x)
else:
    print(-1)",1
p03013,unrelated,GEMINI,Generate,"def solve(n, m, a):
  mod = 1000000007
  dp = [0] * (n + 1)
  dp[0] = 1
  dp[1] = 1
  for i in range(2, n + 1):
    if i not in a:
      dp[i] = (dp[i - 1] + dp[i - 2]) % mod
  return dp[n]

n, m = map(int, input().split())
a = [int(input()) for _ in range(m)]
print(solve(n, m, a))
",1
p03626,unrelated,LLAMA,Generate,"  def paint_dominoes(N, S1, S2):
    MOD = 1000000007
    dp = [[0] * (N + 1) for _ in range(3)]
    dp[0][0] = 1
    for i in range(N):
        for j in range(3):
            for k in range(3):
                if j != k:
                    dp[j][i + 1] += dp[k][i]
                    dp[j][i + 1] %= MOD
    return dp[0][N] + dp[1][N] + dp[2][N]

def main():
    N = int(input())
    S1 = input()
    S2 = input()
    print(paint_dominoes(N, S1, S2))

if __name__ == ""__main__"":
    main()",1
p02852,s079757188,LLAMA,Runtime,"N, M = map(int, input().split())
S = input()[::-1]

if M >= N:
    print(N)
    exit()

p = -1
for i in reversed(range(1, M + 1)):
    if S[i] == ""0"":
        p = i
        break

if p == -1:
    print(-1)
    exit()

ps = [p]
for _ in range(N // M):
    tmp = -1
    for i in reversed(range(ps[-1] + 1, ps[-1] + M + 1)):
        try:
            if S[i] == ""0"":
                ps.append(i)
                tmp = i
                break
        except:
            pass
    if tmp == -1:
        print(-1)
        exit()

pp = [ps[i + 1] - ps[i] for i in range(len(ps) - 1)]
print(*pp[::-1], ps[0])",1
p02975,s744589683,LLAMA,Runtime,"n = int(input())
l = list(map(int,input().split()))
j = 0
u = []
v = [0]*3
for i in l:
    if not i in u :
        u.append(i)
    else:
        v[u.index(i)] += 1
    if len(u) > 3:
        break
#print(u,v)
if ((n%3 == 0) and (u[0] ^ u[2] == u[1]) and (v[0] == v[1] and v[1] == v[2]) and not len(u) > 3):
    j = 1
if j == 1 :
    print(""Yes"")
else :
    print(""No"")
#print(l[0] ^ l[2] == l[1],n == 3)",1
p02775,unrelated,GEMINI,Generate,"def count_digits(n):
  return len(str(n))

def solve(n):
  total_count = 0
  power = 0
  while n > 0:
    if n % 10 != 0:
      total_count += count_digits(n)
      n -= 10**power
    else:
      n //= 10
      power += 1
  return total_count

n = int(input())
print(solve(n))
",1
p03476,s814712967,GEMINI,Wrong,"import math
import itertools
import bisect
import sys
input = sys.stdin.readline


# 素数判定
def eratosthenes(n):
    is_prime = [1] * n
    is_prime[0] = 0
    prime=[]

    for i in range(2, n + 1):
        if is_prime[i - 1]:
            j = 2 * i
            while j <= n:
                is_prime[j - 1] = 0
                j += i
    for i in range(n):
        if is_prime[i]==1:
            prime.append(i)
    return prime


# mod の逆元
def modinv(a, mod=10**9+7):
    return pow(a, mod-2, mod)

q=int(input())
s= [list(map(int, input().split())) for i in range(q)]
v=eratosthenes(pow(10,5)+1)
for i,j in s:
    count = 0
    for k in range(i,j+1,2):
        if k in v and (k+1)//2 in v:
            count += 1
    print(count)",1
p03157,s981604051,LLAMA,Runtime,"import queue

h, w = map(int, input().split())
si = [input() for i in range(h)]

q = queue.Queue()

check = [-1] * (h * w)

vx = [0, 1, 0, -1]
vy = [1, 0, -1, 0]

def dfs(num, clr):
    y = num // w
    x = num % w
    for j in range(4):
        ny = y + vy[j]
        nx = x + vx[j]
        if ny >= 0 and ny < h and nx >= 0 and nx < w:
            new_num = ny * w + nx
            if check[new_num] != -1:
                continue
            if clr == '#':
                if si[ny][nx] == '.':
                    check[new_num] = check[num]
                    dfs(new_num, '.')
            else:
                if si[ny][nx] == '#':
                    check[new_num] = check[num]
                    dfs(new_num, '#')

for i in range(h * w):
    y = i // w
    x = i % w
    if si[y][x] == '#':
        if check[i] != -1:
            continue
        check[i] = i
        dfs(i, '#')

ans = 0

li = [0] * (h * w + 1)

for i in range(h):
    for j in range(w):
        if si[i][j] == '.':
            li[check[i * w + j]] += 1

for i in range(h):
    for j in range(w):
        if si[i][j] == '#':
            ans += li[check[i * w + j]]

print(ans)",1
p02631,s546092511,LLAMA,Runtime,"n = int(input())
A = list(map(int, input().split()))
B = reduce(lambda a, b: a ^ b, A)
ans = map(lambda x: x ^ B, A)
print(*ans)",1
p02600,unrelated,GEMINI,Generate,"x = int(input())
if 400 <= x <= 599:
  print(8)
elif 600 <= x <= 799:
  print(7)
elif 800 <= x <= 999:
  print(6)
elif 1000 <= x <= 1199:
  print(5)
elif 1200 <= x <= 1399:
  print(4)
elif 1400 <= x <= 1599:
  print(3)
elif 1600 <= x <= 1799:
  print(2)
elif 1800 <= x <= 1999:
  print(1)
else:
  print(0)",1
p03372,s411406650,GEMINI,Runtime,"import sys
from bisect import bisect_left


N, C = map(int, input().split())
S = [tuple(map(int, s.split())) for s in sys.stdin.readlines()]
T = [x for x, v in S]

# 時計回り
score, pos, ans1 = 0, 0, 0
for x, v in S:
    score += v - (x - pos)
    ans1 = max(ans1, score)
    pos = x

# 反時計回り
score, pos, ans2 = 0, 0, 0
for x, v in reversed(S):
    x = C - x
    score += v - (x - pos)
    ans2 = max(ans2, score)
    pos = x

mid = bisect_left(T, C // 2)

# 時計回り 半周
score, pos, r = 0, 0, 0
for i in range(mid):
    x, v = S[i]
    score += v - (x - pos) * 2
    r = max(r, score)
    pos = x
score, pos, l = 0, 0, 0
for i in range(N - mid):
    x, v = S[N - 1 - i]
    x = C - x
    score += v - (x - pos)
    l = max(l, score)
    pos = x
ans3 = r + l

# 反時計回り 半周
score, pos, l = 0, 0, 0
for i in range(N - mid):
    x, v = S[N - 1 - i]
    x = C - x
    score += v - (x - pos) * 2
    l = max(l, score)
    pos = x
score, pos, r = 0, 0, 0
for i in range(mid):
    x, v = S[i]
    score += v - (x - pos)
    r = max(r, score)
    pos = x
ans4 = r + l

# 時計回り 半周 + 1
mid += 1
score, pos, r = 0, 0, 0
for i in range(mid):
    x, v = S[i]
    score += v - (x - pos) * 2
    r = max(r, score)
    pos = x
score, pos, l = 0, 0, 0
for i in range(N - mid):
    x, v = S[N - 1 - i]
    x = C - x
    score += v - (x - pos)
    l = max(l, score)
    pos = x
ans5 = r + l

# 反時計回り 半周 + 1
score, pos, l = 0, 0, 0
for i in range(N - mid):
    x, v = S[N - 1 - i]
    x = C - x
    score += v - (x - pos) * 2
    l = max(l, score)
    pos = x
score, pos, r = 0, 0, 0
for i in range(mid):
    x, v = S[i]
    score += v - (x - pos)
    r = max(r, score)
    pos = x
ans6 = r + l

print(max([ans1, ans2, ans3, ans4, ans5, ans6]))",1
p03327,unrelated,CODESTRAL,Generate,"N = int(input())

if N <= 999:
    print(f'ABC{N:03d}')
else:
    print(f'ABD{N-999:03d}')
",1
p03624,s433627060,CODESTRAL,Wrong,"lst=[""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j"", ""k"", ""l"", ""m"", ""n"", ""o"", ""p"", ""q"", ""r"", ""s"", ""t"", ""u"", ""v"", ""w"", ""x"", ""y"", ""z""]
moji = str(input())
ans = None
for i in range(26):
  if lst[i] not in moji:
    ans = lst[i]
    break
print(ans)",1
p02788,s271421895,CODESTRAL,Runtime,"import sys
import bisect

sys.setrecursionlimit(10 ** 6)

class SegTree:

    def __init__(self, N):
        self.N = N
        self.data = [0] * (2 * N)

    def update(self, i, x):
        i += self.N - 1
        self.data[i] = x
        while i > 0:
            i = (i - 1) // 2
            v = self.data[2 * i + 1] + self.data[2 * i + 2]
            self.data[i] = v

    def query(self, a, b, k, l, r):
        if r <= a or b <= l:
            return 0
        if a <= l and r <= b:
            return self.data[k]
        else:
            v = self.query(a, b, 2 * k + 1, l, (l + r) // 2)
            w = self.query(a, b, 2 * k + 2, (l + r) // 2, r)
            return v + w

def main():
    N, D, A = list(map(int, input().split(' ')))
    pw2_N = 1
    while pw2_N < N:
        pw2_N *= 2
    monsters = [list(map(int, input().split(' '))) for _ in range(N)]
    monsters.sort()
    counts = [(h + A - 1) // A for _, h in monsters]
    X = [x for x, _ in monsters]
    diffs = [(counts[i] - counts[i - 1]) if i > 0 else counts[i] for i in range(N)]
    tree = SegTree(pw2_N)
    for i, d in enumerate(diffs):
        tree.update(i, d)
    ans = 0
    for i in range(N):
        ci = tree.query(0, i + 1, 0, 0, pw2_N)
        if ci <= 0:
            continue
        ans += ci
        r = X[i] + 2 * D
        j = bisect.bisect_right(X, r)
        di = tree.query(i, i + 1, 0, 0, pw2_N)
        dj = tree.query(j, j + 1, 0, 0, pw2_N)
        tree.update(i, di - ci)
        tree.update(j, dj + ci)
    print(ans)

if __name__ == '__main__':
    main()",1
p03471,s213594910,LLAMA,Wrong,"(N, Y) = map(lambda x: int(x), input().split(' '))
Y /= 1000

limit = 10*N

if limit < Y:
    print(-1, -1, -1)
    exit(0)
elif Y == limit:
    print(N, 0, 0)
    exit(0)

_N = limit-Y
for i in range(0, int(_N/9)+1):
    yy = _N - 9*i 
        
    if yy % 5 == 0:
        k = int(yy/5)
        if N-k-i > 0:
            print(N-k-i, k, i)
            exit(0)

print(-1, -1, -1)",1
p03829,s762583436,CODESTRAL,Runtime,"N, A, B = map(int, input().split())
X = list(map(int, input().split()))

dist = [0] * (N - 1)
for i in range(N - 1):
    dist[i] = X[i + 1] - X[i]

fatigue = 0
for i in dist:
    if i * A < B:
        fatigue += i * A
    else:
        fatigue += B

print(fatigue)",1
p02990,s247763307,LLAMA,Wrong,"n, k = map(int, input().split())
mod = 10 ** 9 + 7

c = 1
for i in range(1, n - k + 2):
    c *= i
    c %= mod

for i in range(1, k):
    c *= i
    c %= mod

ai = n - k + 1
print(ai)

for i in range(2, k + 1):
    if n - k + 1 < i:
        print(0)
        continue
    ai = ai * (n - k - i + 2) * (k - i + 1) / i / (i - 1)
    ai %= mod
    ai = int(ai)
    print(ai)",1
p03762,unrelated,LLAMA,Generate,"n, m = map(int, input().split())
x = list(map(int, input().split()))
y = list(map(int, input().split()))

total_area = 0
for i in range(1, n):
    for j in range(1, m):
        area = (x[j] - x[i]) * (y[i] - y[j])
        total_area += area

print(total_area % (10**9 + 7))
",1
p02859,s807076546,CODESTRAL,Wrong,"r = int(input())
print(r*r)",1
p03380,s166772346,LLAMA,Wrong,"#!/usr/bin/env python3

import bisect

n = int(input())
a = [i*2 for i in list(map(int, input().split()))]

a.sort()

if n == 2:
    print(a[1]//2, a[0]//2)
    exit()

# value = comb(a[1], a[0], exact=True)
# ans = [a[1], a[0]]
# index = 0
# for i in range(2, n):
#     value_tmp = comb(a[i], a[index], exact=True)
#     x = a[i]
#     y = a[index]
#     diff = abs((x-2*y)//2)
#     while 1:
#         y_new = a[index+1]
#         diff_new = abs((x-2*y_new)//2)
#         if diff_new > diff:
#             break
#         else:
#             index += 1
#     if value_tmp > value:
#         ans = [a[i], a[index]]
#         # value = value_tmp
# print(*ans)

x = a[-1]
index = bisect.bisect_left(a[:-1], x/2)

# print(index)
diff0 = abs(x-a[index-1])
diff1 = abs(x-a[index])
diff2 = abs(x-a[index+1])

if diff1 > diff2:
    print(x//2, a[index]//2)
else:
    print(x//2, a[index+1]//2)",1
p03244,s250006577,GEMINI,Wrong,"from collections import Counter
n = int(input())
*v, = map(int, input().split())
v_even, v_odd = v[::2], v[1::2]
count_even = sorted(Counter(v_even).items(), key=lambda x:x[1], reverse=True)
count_odd = sorted(Counter(v_odd).items(), key=lambda x:x[1], reverse=True)
max_e = max(count_even, key=lambda x:x[1])[0]
max_o = max(count_odd, key=lambda x:x[1])[0]
#print(max_e, max_o)

ans = 0
if max_e != max_o:
    #print('1')
    for i in range(n // 2):
        if v_even[i] != max_e:
            ans += 1
        if v_odd[i] != max_o:
            ans += 1

elif max_e == max_o and len(count_even) == 1 and len(count_odd) == 1:
    #print('2')
    ans = n // 2
    
else:
    #print('3')
    ans1 = 0
    ans2 = 0
    
    if len(count_even) > 1:
        max_e = count_even[1][0]

    for i in range(n // 2):
        if v_even[i] != max_e:
            ans1 += 1
        if v_odd[i] != max_o:
            ans1 += 1
            
    if len(count_odd) > 1:
        max_o = count_odd[1][0]
    max_e = count_even[1][0]

    for i in range(n // 2):
        if v_even[i] != max_e:
            ans2 += 1
        if v_odd[i] != max_o:
            ans2 += 1
        
    ans = min(ans1, ans2)
    
print(ans)",1
p03646,s049341813,LLAMA,Wrong,"k = int(input())
ans = [i for i in range(50)]
def inv_process(arr,i):
    arr[i] += 49
    for j in range(50):
        if j == i:
            continue
        else:
            arr[j]-=1
loop = k//50
sup = k-loop*50

for i in range(50):
    ans[i] += loop


for i in range(sup):
    inv_process(ans,i)

for i in range(49):
    print(ans[i],"" "")
print(ans[-1])",1
p03073,s733941320,CODESTRAL,Runtime,"N = int(input())
H = list(map(int, input()))
ans = 0
for i in range(1,N):
  if H[i] == H[i-1]:
    ans += 1
print(ans)",1
p03437,s112903125,CODESTRAL,Wrong,"import fractions as f
a,b=map(int,input().split())
if a==1:
    if b==1:
        print(-1)
    else:
        print(1)
elif b==1:
    print(2)
elif a%b==0 or b%a==0:
    print(-1)
else:
    x=a*b//f.gcd(a,b)-a
    print(x)",1
p04043,unrelated,LLAMA,Generate,"  def can_construct_haiku(a, b, c):
    return a + b + c == 17 and 5 <= a <= 10 and 5 <= b <= 10 and 5 <= c <= 10

def main():
    a, b, c = list(map(int, input().split()))
    if can_construct_haiku(a, b, c):
        print(""YES"")
    else:
        print(""NO"")

if __name__ == ""__main__"":
    main()",1
p03286,s968850653,CODESTRAL,Wrong,"def get_ans():
    n = int(input().rstrip())
    dv = 1
    bit_list = []
    while n!= 0:
        tmp = n % (dv*2)
        if tmp == 0:
            bit_list.append(""0"")
        else:
            bit_list.append(""1"")
            n -= dv
        dv *= -2
    return """".join(reversed(bit_list))

print(get_ans())",1
p03476,s934448756,LLAMA,Runtime,"import math

def isPrime(num):
    if num < 2:
        return False
    else:
        rootNum = math.floor(math.sqrt(num))
        for i in range(2,rootNum+1):
            if num % i == 0:
                return False
    return True

def solve():
    lst = []
    count = int(input())
    for i in range(count):
        ans = 0
        l, r = map(int, input().split())
        t = l
        while t <= r:
            if isPrime(t) and isPrime((t+1)/2):
                ans += 1
            t += 2
        lst.append(str(ans))
    print('\n'.join(lst))
solve()",1
p02733,unrelated,CODESTRAL,Generate,"from itertools import combinations

def min_cuts(H, W, K, grid):
    def count_ones(subgrid):
        return sum(row.count('1') for row in subgrid)

    min_cuts = float('inf')
    for h_cuts in range(H):
        for h_cut_positions in combinations(range(1, H), h_cuts):
            subgrids = []
            start = 0
            for pos in h_cut_positions:
                subgrids.append(grid[start:pos])
                start = pos
            subgrids.append(grid[start:])

            w_cuts = 0
            for subgrid in subgrids:
                if count_ones(subgrid) > K:
                    w_cuts += 1
                    for w in range(1, len(subgrid[0])):
                        left = [row[:w] for row in subgrid]
                        right = [row[w:] for row in subgrid]
                        if count_ones(left) <= K and count_ones(right) <= K:
                            subgrid[:] = left + right
                            break

            min_cuts = min(min_cuts, h_cuts + w_cuts)

    return min_cuts

H, W, K = map(int, input().split())
grid = [input() for _ in range(H)]
print(min_cuts(H, W, K, grid))
",1
